tabla|column_id|columna|tipo|max_length|precision|scale|is_nullable|is_identity|default_value|es_pk
Personas|3|tipo|nvarchar|100|0|0|1|0|NULL|0
Personas|4|otrosDatos|nvarchar|400|0|0|1|0|NULL|0
Personas|5|ctaCte|tinyint|1|3|0|1|0|NULL|0
Personas|6|bonificacion|float|8|53|0|1|0|NULL|0
Personas|7|idIva|int|4|10|0|1|0|NULL|0
Personas|8|cuit|nvarchar|100|0|0|1|0|NULL|0
Personas|9|telefono|nvarchar|100|0|0|1|0|NULL|0
Personas|10|domicilio|nvarchar|100|0|0|1|0|NULL|0
Personas|11|ciudad|nvarchar|100|0|0|1|0|NULL|0
Personas|12|identificacion|nvarchar|100|0|0|1|0|NULL|0
Personas|13|creado|datetime|8|23|3|1|0|NULL|0
Personas|14|modificado|datetime|8|23|3|1|0|NULL|0
Personas|15|marca|bit|1|1|0|0|0|((0))|0
Personas|16|idPropietario|int|4|10|0|1|0|NULL|0
Personas|17|idEmpresa|int|4|10|0|0|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
Personas|18|email|nvarchar|400|0|0|1|0|NULL|0
Sectores|1|sector|nvarchar|100|0|0|0|0|NULL|1
Sectores|2|idEmpresa|int|4|10|0|0|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
StockCorteSucursal|1|idCorte|int|4|10|0|0|0|NULL|1
StockCorteSucursal|2|idSucursal|int|4|10|0|0|0|NULL|1
StockCorteSucursal|3|stock|float|8|53|0|1|0|NULL|0
StockCorteSucursal|4|stockTeorico|float|8|53|0|1|0|NULL|0
StockCorteSucursal|5|idEmpresa|int|4|10|0|0|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
Sucursal|1|idSucursal|int|4|10|0|0|1|NULL|1
Sucursal|2|sucursal|nvarchar|100|0|0|1|0|NULL|0
Sucursal|3|idEmpresa|int|4|10|0|1|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
Sucursal|4|direccion|nvarchar|-1|0|0|1|0|NULL|0
Sucursal|5|localidad|nvarchar|-1|0|0|1|0|NULL|0
Sucursal|6|provincia|nvarchar|100|0|0|1|0|NULL|0
Sucursal|7|pais|nvarchar|100|0|0|1|0|NULL|0
Sucursal|8|codPuntoVentaAfip|int|4|10|0|1|0|NULL|0
Sucursal|9|creado|date|3|10|0|1|0|NULL|0
Sucursal|10|observaciones|nvarchar|-1|0|0|1|0|NULL|0
Sucursal|11|Latitud|decimal|9|10|7|1|0|NULL|0
Sucursal|12|Longitud|decimal|9|10|7|1|0|NULL|0
Sucursal|13|RadioLoginMetros|int|4|10|0|0|0|((200))|0
Sucursal|14|ValidarUbicacionLogin|bit|1|1|0|0|0|((0))|0
TemporalLineaVenta|1|id|int|4|10|0|0|1|NULL|1
TemporalLineaVenta|2|idVendedor|int|4|10|0|1|0|NULL|0
TemporalLineaVenta|3|fechaInicioPesada|datetime|8|23|3|1|0|NULL|0
TemporalLineaVenta|4|idCorte|int|4|10|0|1|0|NULL|0
TemporalLineaVenta|5|cantKg|decimal|9|18|3|1|0|NULL|0
TemporalLineaVenta|6|precioKg|decimal|9|18|2|1|0|NULL|0
TemporalLineaVenta|7|totalCorte|decimal|9|18|2|1|0|NULL|0
TemporalLineaVenta|8|ventaEnCurso|tinyint|1|3|0|1|0|NULL|0
TemporalLineaVenta|9|idSucursal|int|4|10|0|1|0|NULL|0
TemporalLineaVenta|10|creado|datetime|8|23|3|1|0|NULL|0
TemporalLineaVenta|11|idEmpresa|int|4|10|0|0|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
TiposEgresoCaja|1|id|int|4|10|0|0|0|NULL|1
TiposEgresoCaja|2|tipoEgresoCaja|nvarchar|100|0|0|1|0|NULL|0
TiposEgresoCaja|3|orden|int|4|10|0|1|0|NULL|0
TiposEgresoCaja|4|esCompra|tinyint|1|3|0|1|0|NULL|0
TiposEgresoCaja|5|esGasto|tinyint|1|3|0|1|0|NULL|0
TiposEgresoCaja|6|reservadoSistema|tinyint|1|3|0|1|0|NULL|0
TiposEgresoCaja|7|creado|datetime|8|23|3|1|0|NULL|0
TiposEgresoCaja|8|actualizado|datetime|8|23|3|1|0|NULL|0
TiposEgresoCaja|9|idEmpresa|int|4|10|0|0|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
TiposProducto|1|tipo|nvarchar|100|0|0|1|0|NULL|0
TiposProducto|2|orden|int|4|10|0|1|0|NULL|0
TiposProducto|3|reservadoSistema|tinyint|1|3|0|1|0|NULL|0
TiposProducto|4|creado|datetime|8|23|3|1|0|NULL|0
TiposProducto|5|actualizado|datetime|8|23|3|1|0|NULL|0
TiposProducto|6|idEmpresa|int|4|10|0|0|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
UsuarioPasswordResetTokens|1|id|int|4|10|0|0|1|NULL|1
UsuarioPasswordResetTokens|2|idUsuario|int|4|10|0|0|0|NULL|0
UsuarioPasswordResetTokens|3|idEmpresa|int|4|10|0|0|0|NULL|0
UsuarioPasswordResetTokens|4|tokenHash|nvarchar|256|0|0|0|0|NULL|0
UsuarioPasswordResetTokens|5|fechaCreacionUtc|datetime2|6|19|0|0|0|NULL|0
UsuarioPasswordResetTokens|6|fechaExpiracionUtc|datetime2|6|19|0|0|0|NULL|0
UsuarioPasswordResetTokens|7|usado|bit|1|1|0|0|0|((0))|0
UsuarioPasswordResetTokens|8|fechaUsoUtc|datetime2|6|19|0|1|0|NULL|0
UsuarioPasswordResetTokens|9|identificadorSolicitado|nvarchar|240|0|0|1|0|NULL|0
UsuarioPasswordResetTokens|10|emailDestino|nvarchar|240|0|0|1|0|NULL|0
UsuarioPasswordResetTokens|11|proposito|nvarchar|40|0|0|0|0|('reset')|0
Usuarios|1|id|int|4|10|0|0|0|NULL|1
Usuarios|2|nombre|varchar|50|0|0|0|0|NULL|0
Usuarios|3|usuario|varchar|50|0|0|0|0|NULL|0
Usuarios|4|clave|varchar|50|0|0|0|0|NULL|0
Usuarios|5|admin|tinyint|1|3|0|0|0|NULL|0
Usuarios|6|colorForm|varchar|50|0|0|1|0|NULL|0
Usuarios|7|activo|tinyint|1|3|0|1|0|NULL|0
Usuarios|8|Email|nvarchar|200|0|0|1|0|NULL|0
Usuarios|9|idSucursalUser|int|4|10|0|1|0|NULL|0
Usuarios|10|idEmpresa|int|4|10|0|1|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
Usuarios|11|passwordHash|nvarchar|512|0|0|1|0|NULL|0
Usuarios|12|passwordSalt|nvarchar|512|0|0|1|0|NULL|0
Usuarios|13|passwordHashIterations|int|4|10|0|1|0|NULL|0
Usuarios|14|passwordUpdatedAtUtc|datetime2|6|19|0|1|0|NULL|0
Usuarios|15|PermitirLoginFueraSucursal|bit|1|1|0|0|0|((0))|0
Usuarios|16|superadmin|bit|1|1|0|0|0|((0))|0
Usuarios|17|esUsuarioProduccion|bit|1|1|0|0|0|((0))|0
Usuarios|18|intentosFallidosLogin|int|4|10|0|0|0|((0))|0
Usuarios|19|bloqueado|bit|1|1|0|0|0|((0))|0
Usuarios|20|fechaBloqueoUtc|datetime2|8|27|7|1|0|NULL|0
VencimientosLicencia|1|fechaVencimiento|date|3|10|0|1|0|NULL|0
VencimientosLicencia|2|pagado|tinyint|1|3|0|1|0|NULL|0
VencimientosLicencia|3|fechaPago|date|3|10|0|1|0|NULL|0
VencimientosLicencia|4|idEmpresa|int|4|10|0|0|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
Ventas|1|idVenta|int|4|10|0|0|1|NULL|1
Ventas|2|idVendedor|int|4|10|0|1|0|NULL|0
Ventas|3|fechaVenta|datetime|8|23|3|1|0|NULL|0
Ventas|4|turno|nvarchar|100|0|0|1|0|NULL|0
Ventas|5|idSucursal|int|4|10|0|1|0|NULL|0
Ventas|6|diaFestivo|nvarchar|100|0|0|1|0|NULL|0
Ventas|7|observaciones|nvarchar|-1|0|0|1|0|NULL|0
Ventas|8|idPersona|int|4|10|0|1|0|NULL|0
Ventas|9|nroRemito|nvarchar|100|0|0|1|0|NULL|0
Ventas|10|estado|nvarchar|100|0|0|1|0|NULL|0
Ventas|11|creado|datetime|8|23|3|1|0|NULL|0
Ventas|12|actualizado|datetime|8|23|3|1|0|NULL|0
Ventas|13|enCtaCte|tinyint|1|3|0|1|0|NULL|0
Ventas|14|formaPago|nvarchar|100|0|0|1|0|NULL|0
Ventas|15|tipoComprobante|char|1|0|0|1|0|NULL|0
Ventas|16|cuit|nvarchar|100|0|0|1|0|NULL|0
Ventas|17|email|nvarchar|100|0|0|1|0|NULL|0
Ventas|18|acumRedondeoKgs|float|8|53|0|1|0|NULL|0
Ventas|19|acumRedondeoImporte|float|8|53|0|1|0|NULL|0
Ventas|20|comisionTarjeta|float|8|53|0|1|0|NULL|0
Ventas|21|pagoMixtoEfectivo|float|8|53|0|0|0|((0))|0
Ventas|22|idEmpresa|int|4|10|0|0|0|(coalesce(TRY_CAST(session_context(N'IdEmpresa') AS [int]),(0)))|0
WhatsAppEnvios|1|IdWhatsAppEnvio|int|4|10|0|0|1|NULL|1
WhatsAppEnvios|2|IdEmpresa|int|4|10|0|0|0|NULL|0
WhatsAppEnvios|3|IdVenta|int|4|10|0|1|0|NULL|0
WhatsAppEnvios|4|IdPersona|int|4|10|0|1|0|NULL|0
WhatsAppEnvios|5|TelefonoOriginal|nvarchar|100|0|0|1|0|NULL|0
WhatsAppEnvios|6|TelefonoFormateado|nvarchar|100|0|0|1|0|NULL|0
WhatsAppEnvios|7|NombreArchivo|nvarchar|510|0|0|1|0|NULL|0
WhatsAppEnvios|8|MediaId|nvarchar|200|0|0|1|0|NULL|0
WhatsAppEnvios|9|Estado|nvarchar|100|0|0|1|0|NULL|0
WhatsAppEnvios|10|Exito|bit|1|1|0|0|0|((0))|0
WhatsAppEnvios|11|MensajeError|nvarchar|2000|0|0|1|0|NULL|0
WhatsAppEnvios|12|RespuestaApi|nvarchar|-1|0|0|1|0|NULL|0
WhatsAppEnvios|13|FechaAlta|datetime|8|23|3|0|0|(getdate())|0
WhatsAppEnvios|14|IdUsuarioAlta|int|4|10|0|1|0|NULL|0
